0.05	0
0.1	0
0.15	0
0.2	0
0.25	0
0.3	0
0.35	0
0.4	0
0.45	0
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0.02571129796
0.95	0.5828395034
1	3.092342828
1.05	5.302477229
1.1	5.473674376
1.15	4.899430668
1.2	4.030314822
1.25	3.432545732
1.3	2.88605448
1.35	2.418195323
1.4	2.137933382
1.45	1.945295648
1.5	1.770406165
1.55	1.611073201
1.6	1.510406496
1.65	1.518285108
1.7	1.548271856
1.75	1.495100366
1.8	1.568256564
1.85	1.528814652
1.9	1.623811307
1.95	1.625549004
2	1.510640032
2.05	1.558575175
2.1	1.665723115
2.15	1.631851895
2.2	1.59791182
2.25	1.447376311
2.3	1.498557899
2.35	1.383814222
2.4	1.468084251
2.45	1.287659913
2.5	1.327210328
2.55	1.260759289
2.6	1.242951049
2.65	1.256996789
2.7	1.184769304
2.75	1.214150637
2.8	1.150341125
2.85	1.156025114
2.9	1.196344912
2.95	1.125882756
3	1.132097808
3.05	1.089245736
3.1	1.058968754
3.15	1.072387385
3.2	1.061008829
3.25	1.078205338
3.3	1.056546417
3.35	1.061214237
3.4	1.10085973
3.45	1.03427163
3.5	0.9683156132
3.55	1.010747192
3.6	0.9862661442
3.65	1.006684446
3.7	1.064988003
3.75	1.020038217
3.8	1.007470315
3.85	0.9817518657
3.9	0.9692526137
3.95	0.9672899259
4	1.007477564
4.05	0.9360240957
4.1	0.9345332796
4.15	0.978343613
4.2	0.9670969137
4.25	0.9318443789
4.3	1.004961705
4.35	0.9397651651
4.4	0.9400050536
4.45	0.9446857808
4.5	0.9456471111
4.55	0.9322350058
4.6	0.9668320202
4.65	0.9727284554
4.7	0.9541343146
4.75	0.9607937019
4.8	0.9459578922
4.85	0.9498480122
4.9	0.9442689706
4.95	0.9368258689
