0.2	0
0.4	0
0.6	0.04164197094
0.8	0.1382181304
1	0.1554975947
1.2	0.107537878
1.4	0.1160402266
1.6	0.1226285571
1.8	0.1210060848
2	0.09816564356
2.2	0.1213109694
2.4	0.1127152142
2.6	0.1032768706
2.8	0.1036703262
3	0.1154141275
3.2	0.1012262552
3.4	0.1077255232
3.6	0.09571637125
3.8	0.1074960514
4	0.1083715548
4.2	0.1118320568
4.4	0.09821795783
4.6	0.1073827102
4.8	0.1057673267
5	0.1004476682
5.2	0.1010369558
5.4	0.09788406098
5.6	0.1004009917
5.8	0.1044395175
6	0.09896499078
6.2	0.1042844702
6.4	0.1050117898
6.6	0.1039153227
6.8	0.1035204556
7	0.1010663416
7.2	0.1011720338
7.4	0.1044149361
7.6	0.1015662617
7.8	0.1019933332
8	0.1050809459
8.2	0.1038489375
8.4	0.1033701495
8.6	0.1031143202
8.8	0.1049482296
9	0.09931851958
9.2	0.1043636636
9.4	0.1020099085
9.6	0.1019340396
9.8	0.1001861816
